Index,Name,Volume,Volume_USD,Market_Cap,Market_Cap_USD,Sales,Floor_Price,Floor_Price_USD,Average_Price,Average_Price_USD,Owners,Assets,Owner_Asset_Ratio,Category,Website,Logo
479, Mycelium's Journey ,6,880.92,0,0,6,1,146.82,1,146.82,2,24,8.33,,,https://content.solsea.io/files/thumbnail/1636326732729-413849189-trails-2419075597380200-2580.png
480,Chrome Girls,6,880.92,0,0,6,1,146.82,1,146.82,1,24,4.17,,,https://content.solsea.io/files/thumbnail/1634310976501-119563042-bambithumb.jpg
482,Syndicate Premium,6,880.92,0,0,3,2,293.64,2,293.64,1,4,25,Digital,,https://content.solsea.io/files/thumbnail/1636109854028-517272568-SY Logo V2.png
483,Dash'ns,6,880.92,0,0,11,,,0.545454545,80.08363636,0,0,,"Digital,Art,Collectibles",,https://content.solsea.io/files/thumbnail/1637806472860-830925024-icon.png
484,Froggos,6,880.92,0,0,12,0.5,73.41,0.5,73.41,2,5,40,"Art,Metaverse,Collectibles,Digital,PFP",suzieis.cool,https://content.solsea.io/files/thumbnail/1638348586085-12641546-Logo.jpg
485,SolaMouse,5.99,879.4518,3.5,513.87,13,0.18,26.4276,0.460769231,67.65013846,2,10,20,"Art,Design,2D,Collectibles",,https://content.solsea.io/files/thumbnail/1632915469891-90956656-S__3809305.jpg
486,PandaPalsSOL,5.99,879.4518,10.8,1585.656,48,0.04,5.8728,0.124791667,18.3219125,39,72,54.17,"2D,Digital,Metaverse,Design",,https://content.solsea.io/files/thumbnail/1636650930675-908402353-mmTrxg2V.jpg
487,SOLANA MINING PUNKS,5.83,855.9606,0,0,8,0.66,96.9012,0.72875,106.995075,2,16,12.5,,,https://content.solsea.io/files/thumbnail/1632240346152-805385015-IMG_0240.PNG
488,Bud Head Community,5.72,839.8104,8.82,1294.9524,13,1,146.82,0.44,64.6008,10,21,47.62,"Art,Digital,Collectibles,Graphics,2D,Street Art,Image,Picture",https://budheadcommunity.com/,https://content.solsea.io/files/thumbnail/1636318808872-869895345-Icon.png
489,Famous hot dog club,5.7,836.874,0,0,16,1,146.82,0.35625,52.304625,1,1,100,"Art,2D,Collectibles,Image",http://famous-hotdog.club/,https://content.solsea.io/files/thumbnail/1637262032795-516567586-WhatsApp Image 2021-11-02 at 1.40.55 PM (1).jpeg
490,Vegan Monsters,5.65,829.533,0,0,47,0.05,7.341,0.120212766,17.6496383,41,80,51.25,,https://veganmonsters.io/,https://content.solsea.io/files/thumbnail/1635192689223-607770325-2.PNG
491,Strange Punks,5.6,822.192,7,1027.74,47,0.1,14.682,0.119148936,17.49344681,11,70,15.71,Collectibles,https://strangepunks.com/,https://content.solsea.io/files/thumbnail/1637418972187-855289221-unnamed (1).gif
492,Ghetto $eal,5.6,822.192,0,0,20,0.28,41.1096,0.28,41.1096,4,14,28.57,"Street Art,Metaverse,Art,Collectibles,Privilege,Digital",https://ghettoseals.com/,https://content.solsea.io/files/thumbnail/1638240637185-740820708-1 (3).jpg
493,Ambrosians,5.59,820.7238,0,0,10,1,146.82,0.559,82.07238,2,4,50,,https://t.co/CevXecGEYN,https://content.solsea.io/files/thumbnail/1638980202985-880132570.jpg
494,SOLANA LEMONS,5.52,810.4464,7.2,1057.104,57,0.09,13.2138,0.096842105,14.21835789,18,64,28.13,"Digital,Art,Collectibles,Graphics,2D,Design,Image",,https://content.solsea.io/files/thumbnail/1632179996417-55858965-logo.png
495,Strainz for the Sol,5.5,807.51,0,0,5,1,146.82,1.1,161.502,1,41,2.44,,,https://content.solsea.io/files/thumbnail/1632163562887-76268017-S for the S pfp.png
496,Sirius Portals,5.5,807.51,0,0,4,1,146.82,1.375,201.8775,2,6,33.33,"Art,Collectibles,2D,3D,Painting,Street Art,Drawing,Design,Image,Picture",https://www.sirius-arts.com,https://content.solsea.io/files/thumbnail/1632918254869-42853310-received_2549049252026824.jpeg
498,Weed Park,5.5,807.51,0,0,3,1.5,220.23,1.833333333,269.17,5,7,71.43,"Digital,Collectibles,3D,2D,Street Art,Drawing,Art,Metaverse,Image",,https://content.solsea.io/files/thumbnail/1638606088709-553505467.png
499,Angry Charlie,5.5,807.51,46.5,6827.13,7,0.5,73.41,0.785714286,115.3585714,7,93,7.53,Art,https://angrycharlie.tb.ru,https://content.solsea.io/files/thumbnail/1637661937437-999482116-unnamed(1).png
500,Hood Cats,5.48,804.5736,0,0,13,0.4,58.728,0.421538462,61.89027692,5,17,29.41,Art,linktr.ee/Crypto_Spiders,https://content.solsea.io/files/thumbnail/1638839792552-355209626.png
501,MiniBots,5.44,798.7008,0,0,13,0.1,14.682,0.418461538,61.43852308,42,75,56,"Digital,Metaverse,PFP,Collectibles,Art",https://www.minibotsnft.com/,https://content.solsea.io/files/thumbnail/1635443315589-526988226-Untitled design (11).png
502,SolPresidents,5.43,797.2326,0,0,8,0.1,14.682,0.67875,99.654075,9,132,6.82,"Art,Collectibles,Digital,Metaverse,Image",https://www.SolPresidents.com,https://content.solsea.io/files/thumbnail/1637348765073-8465892-image (14).png
504,SOl EGGS,5.38,789.8916,0,0,27,0.2,29.364,0.199259259,29.25524444,4,31,12.9,,,https://content.solsea.io/files/thumbnail/1632287296879-478108263-000.jpg
505,Mighty Martians,5.3,778.146,0,0,6,1,146.82,0.883333333,129.691,3,47,6.38,"Collectibles,Digital,Art",https://mightymartians.io,https://content.solsea.io/files/thumbnail/1638888087541-619114878.png
506,Matrix Genesis,5.29,776.6778,0,0,38,0.1,14.682,0.139210526,20.43888947,11,240,4.58,,https://startcryptoart.blogspot.com/,https://content.solsea.io/files/thumbnail/1632166551603-73962013-Icon.png
507,Fallen Traveler,5.27,773.7414,0,0,11,0.2,29.364,0.479090909,70.34012727,5,32,15.63,"Art,Painting,Digital,Metaverse,Graphics,Drawing",https://fallentraveler.com/,https://content.solsea.io/files/thumbnail/1636916252478-835140994-Group 518 (1).png
508,School of Hairy Apes,5.25,770.805,6.375,935.9775,14,0.3,44.046,0.375,55.0575,10,17,58.82,"2D,Metaverse,Art,Digital,PFP,Collectibles",,https://content.solsea.io/files/thumbnail/1641747698574-572311334.png
509,Ghostly Sols,5.25,770.805,9,1321.38,23,0.2,29.364,0.22826087,33.51326087,12,40,30,"Art,Design,Digital,Image,Graphics",https://cryptoniccreations.com,https://content.solsea.io/files/thumbnail/1632714508271-144122817-Logo2.png
510,The Abyss,5.25,770.805,0,0,14,0.25,36.705,0.375,55.0575,2,5,40,"Art,Collectibles,Artifact,2D,Painting,Picture",opensea.io/collection/freiheit,https://content.solsea.io/files/thumbnail/1638396843021-476936409.jpg
511,Solmech Warriors,5.22,766.4004,0,0,26,0.07,10.2774,0.200769231,29.47693846,32,47,68.09,,solmechwarrior.com,https://content.solsea.io/files/thumbnail/1635024222400-605373561-download (2).jpg
512,King-Z Collection,5.22,766.4004,0,0,29,0.09,13.2138,0.18,26.4276,8,55,14.55,"Collectibles,Art,Digital,Graphics,Design,Picture",https://linktr.ee/King.z,https://content.solsea.io/files/thumbnail/1637615442174-377748730-20b6e92e-4c9d-4bb4-9367-f1e3d868b184.jpg
513,Mechs of Solana,5.2,763.464,9,1321.38,7,0.6,88.092,0.742857143,109.0662857,10,12,83.33,,https://t.co/0BdnWwxS7K?amp=1,https://content.solsea.io/files/thumbnail/1635176508446-208492871-G1uOvrRx_400x400.jpg
514,NegativePunks,5.19,761.9958,0,0,52,0.07,10.2774,0.099807692,14.65376538,13,49,26.53,"Digital,PFP,Image,Collectibles,2D",,https://content.solsea.io/files/thumbnail/1636527883498-196023754-20211110_120421.png
515,SolswornNFT,5.17,759.0594,0,0,18,0.4,58.728,0.287222222,42.16996667,11,18,61.11,,https://t.co/mjaN6VADuA?amp=1,https://content.solsea.io/files/thumbnail/1635605614959-967239017-Msr7YchQ_400x400.jpg
516,SpreadsheetPunks,5.16,757.5912,2.48,364.1136,82,0.02,2.9364,0.062926829,9.238917073,14,124,11.29,"Digital,Art,Collectibles,2D",,https://content.solsea.io/files/thumbnail/1633200002273-192815477-40.png
517,Baby Wukongs,5.15,756.123,0,0,7,0.15,22.023,0.735714286,108.0175714,1,2,50,,https://linktr.ee/babywukongs,https://content.solsea.io/files/thumbnail/1639767914619-189764891.jpg
518,Soldudes,5.14,754.6548,16.836,2471.86152,44,0.09,13.2138,0.116818182,17.15124545,32,61,52.46,,https://soldudes.net,https://content.solsea.io/files/thumbnail/1636745046743-285028754-WhatsApp Image 2021-10-28 at 8.07.31 PM (2).jpeg
519,Soul Dogs ,5.1,748.782,34.425,5054.2785,4,0.9,132.138,1.275,187.1955,25,27,92.59,,http://souldogs.city/,https://content.solsea.io/files/thumbnail/1642097565676-397691252.jpeg
520,Cheems Cards,5.1,748.782,0,0,5,0.2,29.364,1.02,149.7564,33,61,54.1,"Collectibles,Trading Cards,2D",https://cheems.co/,https://content.solsea.io/files/thumbnail/1636125268659-741210137-aC3cmfCT_400x400.jpg
521,Voxel Animal Kingdom,5.1,748.782,0,0,9,0.3,44.046,0.566666667,83.198,6,19,31.58,,https://kingdom.voxels.live/,https://content.solsea.io/files/thumbnail/1634305955926-612668952-Profile Pic 1 - Voxels Masters.png
523,Oppa Squad ,5.06,742.9092,9.6,1409.472,32,0.07,10.2774,0.158125,23.2159125,43,64,67.19,,https://nft.heyoppa.com/,https://content.solsea.io/files/thumbnail/1635428668148-544412631-testsk-1688.png
524,Mafia vs Police,5.04,739.9728,0,0,13,0.18,26.4276,0.387692308,56.92098462,32,62,51.61,"Digital,Art,Collectibles,2D,Graphics,Drawing",https://mafiavspolice.io/,https://content.solsea.io/files/thumbnail/1635239782455-180942487-mvp-logo-discord square.jpeg
525,Soldiers,5.04,739.9728,0,0,13,0.2,29.364,0.387692308,56.92098462,9,33,27.27,,https://www.solarmy.io/,https://content.solsea.io/files/thumbnail/1632900884727-38177240-13MQcCfB_400x400.jpeg
526,Crypto Papayas,5.02,737.0364,0,0,20,0.1,14.682,0.251,36.85182,16,39,41.03,"Digital,Graphics,Image,Drawing,PFP",cryptopapayas.io,https://content.solsea.io/files/thumbnail/1635555493441-407336697-ICON IMAGE 512X512 PX_Mesa de trabajo 1.jpg
527,HEADspace,5,734.1,0,0,1,2,293.64,5,734.1,1,9,11.11,,,https://content.solsea.io/files/thumbnail/1632522630153-433750705-HS_Profile.png
528,NBA Trading Cards,5,734.1,0,0,1,1,146.82,5,734.1,2,13,15.38,"Trading Cards,Collectibles",,https://content.solsea.io/files/thumbnail/1633955618518-211087356-icon.png
529,Super Sol-Diers,5,734.1,0,0,13,0.15,22.023,0.384615385,56.46923077,3,214,1.4,,,https://content.solsea.io/files/thumbnail/1632859541606-728976067-abstract-3344269.png
530,stylized Animals,5,734.1,0,0,4,,,1.25,183.525,0,0,,"Digital,Art,2D,Graphics,Painting,Drawing,Design",https://saeiart.portfoliobox.net/,https://content.solsea.io/files/thumbnail/1635068114451-387547951-solsea logo.jpg
531,PIKA Kingdom,5,734.1,0,0,1,5,734.1,5,734.1,1,9,11.11,Art,https://www.popdaily.com.tw/user/279108,https://content.solsea.io/files/thumbnail/1638323633743-686494551-236983286_370861114745797_6879829575507597664_n.jpg
532,The Greatest Minds,5,734.1,0,0,8,0.5,73.41,0.625,91.7625,3,47,6.38,"Digital,Art,Painting,AI,Collectibles",https://solsea.io/collection/61b663bd41fdf01add301593,https://content.solsea.io/files/thumbnail/1639343021373-864894145.jpg
533,Non-ChickenWing,5,734.1,0,0,1,3,440.46,5,734.1,2,53,3.77,"Art,Digital,Collectibles,Picture,Drawing",MegaSunshine.co,https://content.solsea.io/files/thumbnail/1640311263684-5252820.gif
534,Lion Punks,4.95,726.759,8.352,1226.24064,28,0.1,14.682,0.176785714,25.95567857,25,36,69.44,"2D,Video,Immaterial,Ticket,Metaverse,Image,Art,Collectibles",https://lionpunks.org,https://content.solsea.io/files/thumbnail/1639537214995-421136130.png
535,Joylina's Cantina S1,4.95,726.759,0,0,4,0.2,29.364,1.2375,181.68975,10,15,66.67,,https://t.co/dOdRa7K0qj?amp=1,https://content.solsea.io/files/thumbnail/1635598410506-395837582-MBwd7xeb_400x400.jpg
536,Angomon,4.91,720.8862,0,0,6,8,1174.56,0.818333333,120.1477,1,1,100,,https://t.co/O1sYWD3qXO?amp=1,https://content.solsea.io/files/thumbnail/1637438991449-791047923-ux9iiKEI_400x400.jpg
537,Flappyz,4.88,716.4816,8.133333333,1194.136,3,0.99,145.3518,1.626666667,238.8272,4,5,80,,https://t.co/jWhSl41zm0,https://content.solsea.io/files/thumbnail/1642188481409-897857850.jpg
538,Soldiers Solarmy #19,4.81,706.2042,0,0,2,0.47,69.0054,2.405,353.1021,2,3,66.67,,,https://content.solsea.io/files/thumbnail/1632945155813-620765084-27bJIrryfzMzKVIYolxLKZ43x6Zo067I8Y7EuUku7go.png
539,Taliesin Fellowship,4.8,704.736,0,0,12,0.4,58.728,0.4,58.728,1,28,3.57,,,https://content.solsea.io/files/thumbnail/1632990650095-317017239-icon.png
540,Line Punks,4.75,697.395,0,0,15,0.1,14.682,0.316666667,46.493,5,19,26.32,,,https://content.solsea.io/files/thumbnail/1632860496665-615363596-linepunk2.png
541,Doodle Charts,4.75,697.395,0,0,15,0.32,46.9824,0.316666667,46.493,4,8,50,Art,https://www.twitch.tv/treabeard5553,https://content.solsea.io/files/thumbnail/1636233256700-424094690-Profile Pic.png
542,Zoolana,4.72,692.9904,1.7,249.594,26,0.17,24.9594,0.181538462,26.65347692,7,10,70,,https://t.co/lZixRH6iDc?amp=1,https://content.solsea.io/files/thumbnail/1635176576822-418638792-yIu7sSpH_400x400.jpg
544,Settlers of the Metaverse,4.66,684.1812,0,0,50,0.06,8.8092,0.0932,13.683624,34,97,35.05,,https://t.co/9H6VHG8cLN?amp=1,https://content.solsea.io/files/thumbnail/1635637575632-304242139-dmryHc9-_400x400.jpg
545,Sneaky Mice House,4.66,684.1812,0,0,39,0.04,5.8728,0.119487179,17.54310769,42,61,68.85,"Digital,Metaverse,Art,Collectibles,2D",https://sneakymice.house/,https://content.solsea.io/files/thumbnail/1638433653354-965486561.png
546,Zombie Doges,4.59,673.9038,4.4,646.008,12,0.17,24.9594,0.3825,56.15865,12,22,54.55,"Art,Metaverse,Digital,2D,Image,Collectibles",https://www.zombiedogenft.com/,https://content.solsea.io/files/thumbnail/1635595675558-89325250-new-2 bg-01.png
547,B&W ,4.55,668.031,0,0,9,0.46,67.5372,0.505555556,74.22566667,1,41,2.44,"Art,Collectibles,Photography",,https://content.solsea.io/files/thumbnail/1632341299659-546503702-st2-63.jpg
548,The Ugly Ducklings,4.54,666.5628,0,0,3,0.5,73.41,1.513333333,222.1876,13,27,48.15,"Art,Collectibles",https://theuglyducklings.io/,https://content.solsea.io/files/thumbnail/1636755142935-130895312-242554758_633177988088743_2130074364492954770_n.jpg
549,Solanum Nigrum,4.5,660.69,0,0,18,1,146.82,0.25,36.705,2,2,100,,https://www.bluemoon-nft.ch/,https://content.solsea.io/files/thumbnail/1637698232901-616357476-solsea-icon.png
550,Solana Bullz,4.5,660.69,0,0,37,0.03,4.4046,0.121621622,17.85648649,24,32,75,,https://t.co/djhvTCoj9A,https://content.solsea.io/files/thumbnail/1638795747111-659641534.jpg
551,Flokiverse,4.5,660.69,0,0,3,1,146.82,1.5,220.23,1,6,16.67,"Metaverse,Collectibles,2D",https://theflokiverse.com,https://content.solsea.io/files/thumbnail/1639166056266-549895016.png
552,The Baby Bulls,4.5,660.69,0,0,2,2.8,411.096,2.25,330.345,4,7,57.14,,thebabybulls.com,https://content.solsea.io/files/thumbnail/1641772943880-94463874.png
553,PABLO PUNKS,4.42,648.9444,6.75,991.035,29,0.15,22.023,0.152413793,22.3773931,13,45,28.89,"PFP,Collectibles,2D,Art",www.pablopunks.se.ke,https://content.solsea.io/files/thumbnail/1636355139139-495884415-Untitled design (6).png
554,LVD,4.4,646.008,0,0,10,4.5,660.69,0.44,64.6008,5,6,83.33,"Art,Privilege,Metaverse",https://bearinmind.group/lvd,https://content.solsea.io/files/thumbnail/1636390756855-789789517-dearbhla.png
555,BULBUL's DAO,4.38,643.0716,0,0,18,0.1,14.682,0.243333333,35.7262,10,12,83.33,Ticket,https://kimsubbae113.tistory.com/,https://content.solsea.io/files/thumbnail/1633316435102-628729195-KakaoTalk_20210205_113520050_03.png
556,Hoshoku Kaiju,4.26,625.4532,0.975,143.1495,18,0.04,5.8728,0.236666667,34.7474,6,10,60,,,https://content.solsea.io/files/thumbnail/1639765763057-534663687.jpg
557,Solbots,4.25,623.985,4.8,704.736,24,0.15,22.023,0.177083333,25.999375,12,32,37.5,"Collectibles,Art,Digital,3D",https://www.solbotsnft.com/,https://content.solsea.io/files/thumbnail/1639900204449-447200342.png
558,Gods Of Solana,4.05,594.621,38.08,5590.9056,15,0.13,19.0866,0.27,39.6414,58,119,48.74,"Digital,Art,2D,Collectibles",https://godsofsolana.com/,https://content.solsea.io/files/thumbnail/1638227823571-784946312-gos-solsea-profile.png
559,Degen Lady Ape,4,587.28,29,4257.78,4,0.74,108.6468,1,146.82,22,29,75.86,,https://t.co/BrIjMXt4AR,https://content.solsea.io/files/thumbnail/1641919264152-536379860.jpg
560,11:11 For Change,4,587.28,0,0,1,,,4,587.28,0,0,,"Digital,Art,Design,Trading Cards,Collectibles,Physical",https://www.solforms.com/nft-collections/11-11-for-change,https://content.solsea.io/files/thumbnail/1633558668675-967450112-11-11_ForChange_logo.jpg
561,WOOF Gen Art Series,3.96,581.4072,0,0,13,0.17,24.9594,0.304615385,44.72363077,82,104,78.85,"Collectibles,Digital",https://www.woofsolana.io,https://content.solsea.io/files/thumbnail/1638656814705-161700719.png
562,SolBouncer,3.88,569.6616,0,0,3,,,1.293333333,189.8872,0,0,,,https://t.co/On88DRz03m,https://content.solsea.io/files/thumbnail/1641916910056-996919258.jpg
563,Doodled Dragons [RUG],3.72,546.1704,44.64,6554.0448,22,0.1,14.682,0.169090909,24.82592727,122,264,46.21,,,https://content.solsea.io/files/thumbnail/1641413505780-231717671.jpg
564,Digital Arts,3.71,544.7022,0,0,15,0.2,29.364,0.247333333,36.31348,7,28,25,"Digital,Art,Collectibles,Graphics,2D,Drawing",https://alfayoumijad.wixsite.com/digital-arts,https://content.solsea.io/files/thumbnail/1637436665501-560002272-WhatsApp Image 2021-11-20 at 7.47.59 PM.jpeg
565,00RR0R,3.56,522.6792,0,0,29,0.15,22.023,0.122758621,18.02342069,21,29,72.41,,https://t.co/h7reATatZO?amp=1,https://content.solsea.io/files/thumbnail/1636169166111-765277511-YXW-eIZv_400x400.jpg
566,Bothered Otters,3.45,506.529,4.35,638.667,7,0.25,36.705,0.492857143,72.36128571,14,15,93.33,,https://www.botheredotters.com/,https://content.solsea.io/files/thumbnail/1637376337694-804962411-otter-ticket.png
567, Surreal Genesis ,3.39,497.7198,3.6,528.552,14,0.2,29.364,0.242142857,35.55141429,2,15,13.33,"Digital,Art,Image",https://alchemistartvisuals.com,https://content.solsea.io/files/thumbnail/1640645194193-220713255.png
568,Cryptography Punks,3.29,483.0378,7.845384615,1151.859369,13,0.2,29.364,0.253076923,37.15675385,18,31,58.06,"Metaverse,P2E,Art",cryptographypunks.com,https://content.solsea.io/files/thumbnail/1640147066259-734423247.png
569,Gori Gorilla,3.27,480.1014,3.78,554.9796,28,0.08,11.7456,0.116785714,17.14647857,14,63,22.22,"Art,Collectibles,2D,PFP",,https://content.solsea.io/files/thumbnail/1632755536079-750707703-Kong character-12.jpg
570,IN-ca-HOOTs,3.17,465.4194,0,0,15,1,146.82,0.211333333,31.02796,4,12,33.33,"Art,Pixel Art,Digital,2D",,https://content.solsea.io/files/thumbnail/1639791902030-248730919.png
571,Bad Bromatoes NFT,3,440.46,0,0,4,0.45,66.069,0.75,110.115,16,15,,"Digital,Art,PFP,3D",bromatonft.com,https://content.solsea.io/files/thumbnail/1637553649813-597478201-cropped-cropped-Bad-Bromatoes_PNG_Logo-on-Transparent_Logo-Only-1.png
572,DegenZ,3,440.46,4.2,616.644,14,0.23,33.7686,0.214285714,31.46142857,6,14,42.86,"Digital,Art,PFP,2D,Drawing,Image,Collectibles,Street Art",,https://content.solsea.io/files/thumbnail/1639524495847-606386238.jpg
573,Bounty Hunter Space Guild Cache,2.89,424.3098,0.36125,53.038725,8,0.29,42.5778,0.36125,53.038725,1,1,100,,https://t.co/dBFQd1RrF3,https://content.solsea.io/files/thumbnail/1641818449049-794946200.jpg
574,Solana MutantPunks ,2.75,403.755,0,0,87,0.08,11.7456,0.031609195,4.640862069,12,81,14.81,"Digital,Art,Collectibles,PFP",,https://content.solsea.io/files/thumbnail/1637972377694-743983227-orc 4.png
575,META OCEAN BOX,2.65,389.073,4.095454545,601.2946364,11,0.2,29.364,0.240909091,35.37027273,13,17,76.47,"Digital,3D,2D,Graphics,Metaverse",https://www.MetaOceanBox.com/,https://content.solsea.io/files/thumbnail/1641406051677-179459667.png
576,Steampunk Animals,2.5,367.05,9,1321.38,5,0.5,73.41,0.5,73.41,9,18,50,"Art,Collectibles,Painting,Print,Design,Image,Picture,AI,Digital,Graphics,Metaverse",,https://content.solsea.io/files/thumbnail/1641156810684-904375482.jpg
577,CatBricks,2.26,331.8132,10.065,1477.7433,16,0.14,20.5548,0.14125,20.738325,35,61,57.38,,https://www.cat-bricks.com/,https://content.solsea.io/files/thumbnail/1640642279877-992918697.jpg
578,Solana Koala - RUG,2.2,323.004,47.93333333,7037.572,33,0.03,4.4046,0.066666667,9.788,429,719,59.67,,solanakoala.net,https://content.solsea.io/files/thumbnail/1635459996082-236449201-dE6dH9BV_400x400.jpg
579,Long Ween Club,2,293.64,6,880.92,4,0.55,80.751,0.5,73.41,14,15,93.33,,https://t.co/6ozatDyOK7,https://content.solsea.io/files/thumbnail/1640624270349-836246265.jpg
580,Apes on Dragons,1.79,262.8078,0,0,2,0.69,101.3058,0.895,131.4039,3,4,75,,https://t.co/GbUqlrvR8B?amp=1,https://content.solsea.io/files/thumbnail/1638207363917-680573670-0az1m3Q4_400x400.jpg
581,Battle Zombies ,1.73,253.9986,21.91333333,3217.3156,3,0.3,44.046,0.576666667,84.6662,30,38,78.95,,https://battlezombies.io/,https://content.solsea.io/files/thumbnail/1641473460329-640613746.jpg
582,Gaikotsu Demons,1.72,252.5304,2.58375,379.346175,21,0.08,11.7456,0.081904762,12.02525714,24,39,61.54,,,https://content.solsea.io/files/thumbnail/1638804260519-37066942.png
583,solcapys,1.36,199.6752,0,0,12,0.1,14.682,0.113333333,16.6396,20,34,58.82,,https://t.co/rAvzhudIUZ?amp=1,https://content.solsea.io/files/thumbnail/1636302788889-704972854-hhFBIdDu_400x400.jpg
584,Cannababy Society,1,146.82,13,1908.66,1,1,146.82,1,146.82,1,13,7.69,"Digital,Metaverse,Collectibles,Art,3D",https://www.everythingnft.online/cannababy,https://content.solsea.io/files/thumbnail/1642119433044-524215873.jpeg
585,Mountain Lionz,1,146.82,5.916666667,868.685,12,0.09,13.2138,0.083333333,12.235,49,71,69.01,"Collectibles,Art",https://www.mountainlionz.com,https://content.solsea.io/files/thumbnail/1641381664819-772356488.png
586,AI Motion Art,0.7,102.774,0,0,1,0.5,73.41,0.7,102.774,6,24,25,"Digital,Physical,Art,Painting",https://aimotionart.com,https://content.solsea.io/files/thumbnail/1634416785269-526367047-logo_clean.png
587,SolNFTPad,0.6,88.092,123,18058.86,1,0.31,45.5142,0.6,88.092,66,205,32.2,"Digital,Privilege,3D,Video,Collectibles",https://www.solnftpad.io/,https://content.solsea.io/files/thumbnail/1641826956653-562373225.png
588,Solez,0.1,14.682,1.3,190.866,1,0.15,22.023,0.1,14.682,8,13,61.54,,https://t.co/86F6MuY4rv,https://content.solsea.io/files/thumbnail/1642165958113-405560415.jpg
591,Solana Piranha,0,0,0,0,0,1.25,183.525,0,0,0,41,,,solanapiranhas.com,https://content.solsea.io/files/thumbnail/1635031347484-598359614-download (5).png
592,Nyan Heroes,0,0,0,0,0,,,0,0,0,0,,,https://t.co/rPtBRJUZQb?amp=1,https://content.solsea.io/files/thumbnail/1636315651821-980606276-96cDD2wo_400x400.jpg
593,EgoClash 2021,0,0,0,0,0,0.6,88.092,0,0,1,392,0.26,,www.realdealnfts.io,https://content.solsea.io/files/thumbnail/1640048158681-549119326.png
594,Powder Heroes,0,0,0,0,0,0.5,73.41,0,0,2,5,40,,https://t.co/uerm2wdYse,https://content.solsea.io/files/thumbnail/1640324655705-420060946.jpg
595,NEO MONKEY BUSINESS,0,0,0,0,0,0.59,86.6238,0,0,1,2,50,,neomonkey.business,https://content.solsea.io/files/thumbnail/1641480846598-341284807.jpg
596,Cops Game,0,0,0,0,0,3.99,585.8118,0,0,4,4,100,,https://cops.game/,https://content.solsea.io/files/thumbnail/1641823430768-532717764.png
597,Floppa Syndicate,0,0,0,0,0,,,0,0,0,2,,"2D,Art,Digital,Collectibles,Drawing",,https://content.solsea.io/files/thumbnail/1641672879169-452051866.jpg
598,Duck BRO,0,0,0,0,0,0.2,29.364,0,0,38,56,67.86,"Art,PFP,2D",,https://content.solsea.io/files/thumbnail/1642161283557-755560504.png
599,CryptoPets,0,0,0,0,0,1.4,205.548,0,0,16,23,69.57,,https://cryptopets.tech,https://content.solsea.io/files/thumbnail/1642361752214-30863007.jpg
