ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3
ADMP,Adamis Pharmaceuticals Corporation,Adamis Pharmaceuticals,Drug Manufacturers,"Adamis Pharmaceuticals Corp is a specialty biopharmaceutical company that develops & commercializes products in the therapeutic areas of respiratory disease & allergy. Its products include Epinephrine Injection PFS syringe, APC-1000, APC-2000, & APC-5000.",http://www.adamispharmaceuticals.com,ADMP.png,Dennis J. Carlo,NASDAQ Capital Market,147549037,Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic,Drug Manufacturers
ADMS,Adamas Pharmaceuticals Inc.,Adamas Pharmaceuticals,Drug Manufacturers,Adamas Pharmaceuticals Inc is a pharmaceutical company focused on the development and commercialization of therapeutics targeting chronic disorders of the central nervous systems. The company has developed and got approved the drug GOCOVRI.,http://www.adamaspharma.com,,Gregory T. Went,NASDAQ Global Market,242466178,Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic,Drug Manufacturers
ADNT,Adient plc,Adient plc,Autos,"Adient PLC is engaged in supplying automotive seating. It designs, manufactures and markets seating systems and components for passenger cars, commercial vehicles and light trucks, including vans, pick-up trucks and sport/crossover utility vehicles.",http://www.adient.com,ADNT.png,Douglas G. Delgrosso,New York Stock Exchange,1844457922,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos
ADOM,ADOMANI Inc.,ADOMANI,Autos,ADOMANI Inc provides complete zero-emission electric and hybrid vehicle solutions to school bus and medium to heavy-duty fleet operators.,http://www.adomanielectric.com,,James L. Reynolds,NASDAQ Capital Market,19448615,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos
ADP,Automatic Data Processing Inc.,Automatic Data Processing,Business Services,"Automatic Data Processing Inc is a provider of miscellaneous business solutions. Its business includes provision of technology-based outsourcing solutions to employers, vehicle retailers and manufacturers.",http://www.adp.com,ADP.png,Carlos A. Rodriguez,Nasdaq Global Select,62569487491,Industrials,Industrials,Business Services,
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,Invesco BLDRS Asia 50 Index Fund,,"The investment seeks to provide investment results that correspond generally before fees and expenses, to the price and yield performance of the Bank of New York Mellon Asia 50 ADR Index.
 The fund typically invests 95% of assets in the securities that comprise the index. The index is intended to give investors a benchmark for tracking the price and yield performance of Depositary Receipts from the Asian market. The fund is non-diversified.",http://www.invescopowershares.com,ADRA.png,,NASDAQ Global Market,18326580,,,,
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,Invesco BLDRS Developed Markets 100 Index Fund,,"The investment seeks to provide investment results that correspond generally, before fees and expenses, to the price and yield performance of the Bank of New York Mellon Developed Markets 100 ADR Index.
 The fund typically invests substantially all of its assets in the securities that make up the index. The index is intended to give investors a benchmark for tracking the price and yield performance of Developed Markets Depositary Receipts. the fund is non-diversified.",http://www.invescopowershares.com,ADRD.png,,NASDAQ Global Market,42726100,,,,
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Invesco BLDRS Emerging Markets 50 Index Fund,,"The investment seeks to provide investment results that correspond generally, before fees and expenses, to the price and yield performance of the Bank of New York Mellon Emerging Markets 50 ADR Index. 
 The fund typically invests substantially all of its assets in the securities that make up the index. The index is intended to give investors a benchmark for tracking the price and yield performance of Emerging Markets Depositary Receipts. the fund is non-diversified.",http://www.invescopowershares.com,ADRE.png,,NASDAQ Global Market,134059965,,,,
ADRO,Aduro Biotech Inc.,Aduro Biotech,Biotechnology,"Aduro Biotech Inc is a clinical-stage biotechnology company focused on the discovery, development and commercialization of therapies that transform the treatment of different diseases.",http://www.aduro.com,,Stephen T. Isaacs,Nasdaq Global Select,276326212,Healthcare,Healthcare,Biotechnology,
ADRU,Invesco BLDRS Europe Select ADR Index Fund,Invesco BLDRS Europe Select Index Fund,,"The investment seeks to provide investment results that correspond generally, before fees and expenses, to the price and yield performance of the Bank of New York Mellon Europe Select ADR Index.
 The fund typically invests substantially all of its assets in the securities that make up the index. The index is intended to give investors a benchmark for tracking the price and yield performance of European Depositary Receipts. the fund is non-diversified.",http://www.invescopowershares.com,ADRU.png,,NASDAQ Global Market,13169130,,,,
ADS,Alliance Data Systems Corporation,Alliance Data Systems,Credit Services,"Alliance Data Systems Corp provides marketing, loyalty, and credit solutions in the United States, Canada, and other countries. The business activity of the group is functioned through LoyaltyOne, Epsilon, and Card service segment.",http://www.alliancedata.com,,Edward J. Heffernan,New York Stock Exchange,9861341688,Financial Services,Financial Services,Credit Services,
ADSK,Autodesk Inc.,Autodesk,Application Software,Autodesk Inc is engaged in the software industry. It develops software for a number of markets such as construction and media.,http://www.autodesk.com,ADSK.png,Andrew Anagnost,Nasdaq Global Select,33199549449,Technology,Technology,Software - Application,Application Software
ADSW,Advanced Disposal Services Inc.,Advanced Disposal Services,Waste Management,"Advanced Disposal Services Inc provides ideas and solutions to the business of a clean environment. It offers non-hazardous solid waste collection, transfer, recycling and disposal services to the commercial, industrial and residential customers.",http://www.advanceddisposal.com,ADSW.png,Richard Burke,New York Stock Exchange,2283030149,Industrials,Industrials,Waste Management,
ADT,ADT Inc.,ADT,Consulting & Outsourcing,"ADT Inc provides monitored security, interactive home and business automation and related monitoring services.",http://www.adt.com,ADT.png,James D. DeVries,New York Stock Exchange,5812943282,Industrials,Industrials,Security & Protection Services,Consulting & Outsourcing
ADTN,ADTRAN Inc.,ADTRAN,Communication Equipment,"Adtran Inc is engaged in providing networking and communications equipment. Its products enable voice, data, video and Internet communications across a variety of network infrastructures.",http://www.adtran.com,,Thomas R. Stanton,Nasdaq Global Select,680922001,Technology,Technology,Communication Equipment,
ADUS,Addus HomeCare Corporation,Addus HomeCare,Health Care Providers,"Addus HomeCare Corp provides home and community based services, which are social in nature and are provided in the home, focused on the dual eligible population.",http://www.addus.com,,R. Dirk Allison,Nasdaq Global Select,846022749,Healthcare,Healthcare,Medical Care,Health Care Providers
ADVM,Adverum Biotechnologies Inc.,Adverum Biotechnologies,Biotechnology,Adverum Biotechnologies Inc is a gene therapy company committed to discovering and developing novel medicines that can offer potentially life-changing therapeutic benefit to patients living with rare diseases or diseases of the eye.,http://www.adverum.com,,Leone Patterson,NASDAQ Global Market,221296694,Healthcare,Healthcare,Biotechnology,
ADX,Adams Diversified Equity Fund Inc.,Adams Diversified Equity Fund,Asset Management,"Adams Diversified Equity Fund Inc is a diversified investment company. Its investment objectives is preservation of capital, the attainment of reasonable income from investments, and an opportunity for capital appreciation.",http://www.adamsfunds.com,,Mark E. Stoeckle,New York Stock Exchange,1392993267,Financial Services,Financial Services,Asset Management,
ADXS,Advaxis Inc.,Advaxis,Biotechnology,"Advaxis Inc focuses on discovery, development, and commercialization of proprietary Lm (Listeria monocytogenes)-LLO (Listeriolysin O) cancer immunotherapies.",http://www.advaxis.com,ADXS.png,Kenneth A. Berlin,Nasdaq Global Select,27184255,Healthcare,Healthcare,Biotechnology,
AE,Adams Resources & Energy Inc.,Adams Resources & Energy,Oil & Gas - Integrated,"Adams Resources & Energy Inc along with its subsidiaries is engaged in marketing of crude oil, natural gas and petroleum products; tank truck transportation of liquid chemicals; and oil and gas exploration and production.",http://www.adamsresources.com,AE.png,,NYSE American,168872544,Energy,Energy,Oil & Gas Integrated,Oil & Gas - Integrated
AEE,Ameren Corporation,Ameren,Utilities - Regulated,"Ameren Corp is an American power company. It operates a rate-regulated electric generation, transmission, and distribution business and a rate-regulated natural gas transmission and distribution business in Missouri and Illinois.",http://www.ameren.com,AEE.png,Warner L. Baxter,New York Stock Exchange,16853966690,Utilities,Utilities,Utilities - Regulated Electric,Utilities - Regulated
AEF,Aberdeen Emerging Markets Equity Income Fund Inc.,Aberdeen Emerging Markets Equity Income Fund,Asset Management,"Aberdeen Chile Fund Inc is a closed-end investment company. Its investment objective is to seek total return, consisting of capital appreciation and income, by investing mainly in Chilean securities.",http://www.aberdeench.com,,,NYSE American,434383021,Financial Services,Financial Services,Asset Management,
AEG,AEGON N.V.,AEGON N.V.,Insurance,"Aegon NV is engaged in providing life insurance, pensions and asset management products and services in the USA, Europe, and Asia. It offers life and protection, and accidental death products as well as individual savings and retirement products.",http://www.aegon.com,AEG.png,Alexander R Wynaendts,New York Stock Exchange,10403542336,Financial Services,Financial Services,Insurance - Diversified,Insurance
