Member_number,Date,itemDescription
2349,26/2/2015,sausage
1463,24/12/2015,sausage
3470,19/2/2015,root vegetables
4914,29/11/2015,whole milk
2448,31/8/2015,frankfurter
3387,10/5/2015,soda
3167,4/11/2015,soda
3175,17/3/2015,frankfurter
2678,21/9/2015,berries
4627,18/12/2015,canned beer
1773,17/10/2015,frankfurter
3100,23/5/2015,frankfurter
3232,29/5/2015,berries
3673,12/8/2015,frankfurter
4068,19/11/2015,newspapers
2340,7/10/2015,frozen fish
1930,1/3/2015,tropical fruit
3526,2/6/2015,beef
1617,10/2/2015,rolls/buns
1028,11/7/2015,specialty chocolate
4440,1/12/2015,sparkling wine
3554,23/7/2015,citrus fruit
1632,15/12/2015,onions
1429,7/2/2015,whole milk
1225,20/5/2015,photo/film
2509,15/7/2015,hamburger meat
4945,2/8/2015,other vegetables
4342,18/3/2015,whole milk
1832,28/9/2015,pork
1518,21/6/2015,tropical fruit
1512,20/9/2015,chicken
4818,20/3/2015,other vegetables
4686,19/8/2015,sausage
4986,1/2/2015,whole milk
2755,6/2/2015,rolls/buns
4532,29/11/2015,hygiene articles
2070,16/8/2015,ice cream
1894,9/5/2015,curd
3473,25/1/2015,whole milk
2140,28/9/2015,onions
3286,23/12/2015,finished products
4729,8/4/2015,salt
3204,20/2/2015,tropical fruit
1574,18/4/2015,other vegetables
3361,22/7/2015,chocolate
1776,25/2/2015,ice cream
2009,11/10/2015,tropical fruit
3479,24/3/2015,frankfurter
2394,22/11/2015,butter
1337,25/12/2015,other vegetables
3574,13/6/2015,tropical fruit
1727,18/7/2015,citrus fruit
1016,5/10/2015,UHT-milk
4326,21/1/2015,beef
2212,22/9/2015,curd
1990,1/8/2015,citrus fruit
3836,6/12/2015,yogurt
4560,1/7/2015,bottled beer
1119,4/2/2015,grapes
1379,18/5/2015,pork
1658,3/9/2015,sausage
2948,16/6/2015,frankfurter
1273,4/5/2015,artif. sweetener
1155,27/12/2015,frankfurter
1672,5/2/2015,pip fruit
3841,2/4/2015,frankfurter
1683,20/8/2015,whole milk
1774,7/8/2015,domestic eggs
4441,17/6/2015,packaged fruit/vegetables
1929,2/5/2015,chicken
1273,31/1/2015,pork
2920,11/10/2015,citrus fruit
2467,18/4/2015,light bulbs
2678,28/11/2015,cream cheese 
3423,2/6/2015,sausage
4223,19/7/2015,citrus fruit
2846,23/9/2015,other vegetables
4103,26/7/2015,chicken
4789,2/5/2015,ice cream
4916,26/2/2015,pork
2518,3/5/2015,pork
2622,7/3/2015,onions
4321,29/1/2015,tropical fruit
2050,28/6/2015,whipped/sour cream
2146,20/6/2015,berries
3938,26/5/2015,berries
1636,19/9/2015,rolls/buns
4694,29/7/2015,ice cream
2432,7/7/2015,coffee
4937,18/5/2015,whole milk
1293,1/3/2015,whole milk
2883,17/2/2015,citrus fruit
2267,30/1/2015,beef
3997,9/6/2015,pork
4792,20/7/2015,turkey
2292,25/3/2015,margarine
1018,23/5/2015,butter milk
4922,13/2/2015,beef
3151,25/9/2015,bottled water
2517,4/7/2015,pip fruit
1499,17/5/2015,whole milk
4993,21/1/2015,chocolate
1606,11/11/2015,frankfurter
2918,10/8/2015,whole milk
1815,13/1/2015,sausage
4524,5/7/2015,grapes
1395,11/6/2015,brown bread
3456,16/6/2015,root vegetables
1597,5/2/2015,UHT-milk
2315,2/5/2015,onions
4095,29/9/2015,beef
3680,24/11/2015,pork
2847,23/11/2015,canned beer
3426,25/10/2015,yogurt
4750,4/8/2015,yogurt
1384,9/8/2015,pip fruit
3120,9/8/2015,meat
1081,25/4/2015,coffee
1171,5/5/2015,bottled water
4932,8/7/2015,bottled beer
4189,11/9/2015,sausage
4455,9/9/2015,shopping bags
2928,11/2/2015,pork
4817,18/3/2015,frankfurter
4257,28/6/2015,ice cream
4254,20/7/2015,root vegetables
4071,19/9/2015,sausage
2109,28/10/2015,sausage
1412,5/7/2015,root vegetables
4088,23/9/2015,canned vegetables
4056,20/10/2015,tropical fruit
4441,5/5/2015,grapes
4363,1/7/2015,whole milk
2107,27/11/2015,frankfurter
2941,23/2/2015,dessert
1497,26/7/2015,shopping bags
2211,1/1/2015,butter
3510,2/1/2015,frankfurter
4074,27/5/2015,pork
3190,21/11/2015,whole milk
2297,1/3/2015,brown bread
3311,1/7/2015,frozen fish
3085,21/1/2015,soda
3693,16/11/2015,whole milk
4859,7/7/2015,pork
2125,25/6/2015,whipped/sour cream
2261,4/4/2015,frankfurter
3679,27/11/2015,grapes
4165,18/8/2015,sausage
3538,1/3/2015,citrus fruit
3913,19/2/2015,ham
2336,14/4/2015,chewing gum
3549,1/8/2015,beef
4434,21/9/2015,beef
2854,8/2/2015,other vegetables
3413,8/2/2015,frankfurter
1780,13/10/2015,canned fish
2899,6/9/2015,sausage
2106,13/8/2015,bottled water
3929,30/7/2015,specialty cheese
3857,1/10/2015,bottled water
4459,18/12/2015,bottled water
4551,28/7/2015,chicken
4042,17/12/2015,frankfurter
2599,6/5/2015,chicken
1045,25/11/2015,chicken
4677,24/1/2015,butter
1580,14/6/2015,citrus fruit
3269,7/10/2015,whipped/sour cream
4368,29/1/2015,frankfurter
1111,20/11/2015,beef
4841,13/9/2015,chicken
3047,7/9/2015,sausage
4349,14/3/2015,citrus fruit
3580,24/11/2015,ice cream
2370,18/7/2015,specialty chocolate
3094,28/6/2015,frankfurter
1146,12/9/2015,pork
2287,16/12/2015,UHT-milk
3911,23/8/2015,UHT-milk
4891,19/4/2015,cookware
4837,2/12/2015,citrus fruit
4464,21/10/2015,sausage
2940,18/10/2015,frankfurter
4972,6/2/2015,citrus fruit
4890,3/7/2015,ham
4295,17/7/2015,ham
2729,24/9/2015,bottled water
1125,19/11/2015,popcorn
1850,11/1/2015,tropical fruit
2928,22/9/2015,frankfurter
3717,30/5/2015,hamburger meat
3809,24/3/2015,soda
3437,2/2/2015,sausage
1481,17/1/2015,yogurt
1050,4/5/2015,meat
2918,16/3/2015,red/blush wine
4499,8/8/2015,UHT-milk
4117,6/1/2015,brown bread
1630,22/5/2015,semi-finished bread
3715,11/5/2015,whole milk
3512,17/11/2015,cat food
1197,27/4/2015,citrus fruit
3958,4/3/2015,citrus fruit
4890,14/9/2015,meat
3112,19/5/2015,rolls/buns
4502,22/11/2015,root vegetables
4719,1/6/2015,tropical fruit
1516,28/1/2015,brown bread
4281,18/10/2015,shopping bags
1566,30/4/2015,grapes
4641,29/11/2015,ham
2561,26/2/2015,root vegetables
2344,17/12/2015,ice cream
2643,21/4/2015,tropical fruit
3236,9/4/2015,finished products
4863,30/12/2015,dessert
2264,12/1/2015,sparkling wine
3168,20/3/2015,other vegetables
1282,18/11/2015,misc. beverages
2832,2/11/2015,other vegetables
3067,27/11/2015,misc. beverages
1847,17/4/2015,dessert
3525,14/2/2015,frankfurter
1231,14/10/2015,sausage
3471,28/3/2015,meat
2421,22/11/2015,sausage
4092,14/6/2015,onions
1577,16/3/2015,beef
3463,13/6/2015,pip fruit
3518,1/8/2015,ham
4325,14/10/2015,yogurt
4947,18/11/2015,citrus fruit
2194,11/1/2015,other vegetables
2868,20/3/2015,pork
3211,30/9/2015,bathroom cleaner
4537,1/1/2015,ham
2243,15/9/2015,grapes
2399,21/1/2015,pastry
4133,22/1/2015,citrus fruit
2937,17/6/2015,photo/film
1029,14/3/2015,dessert
4384,22/9/2015,citrus fruit
3756,22/7/2015,soda
1646,19/6/2015,chewing gum
3066,30/11/2015,root vegetables
1259,27/11/2015,pork
2245,28/1/2015,turkey
3289,1/3/2015,tropical fruit
3742,22/8/2015,sausage
4537,9/4/2015,sausage
4531,29/9/2015,pork
3764,5/10/2015,sausage
1581,13/8/2015,grapes
2859,11/2/2015,grapes
2175,6/3/2015,other vegetables
1301,3/11/2015,pot plants
3465,1/11/2015,bottled water
2203,27/6/2015,prosecco
2113,16/8/2015,UHT-milk
3072,26/1/2015,bottled water
2805,17/8/2015,rolls/buns
2511,14/7/2015,specialty chocolate
2120,26/1/2015,beef
2346,24/4/2015,tropical fruit
2071,14/10/2015,beef
2610,26/2/2015,rolls/buns
3489,18/11/2015,berries
3458,13/8/2015,sausage
4869,6/2/2015,chicken
2580,11/4/2015,sausage
3305,24/6/2015,shopping bags
3811,24/6/2015,canned beer
1782,16/8/2015,soda
3050,7/4/2015,yogurt
4924,14/9/2015,rolls/buns
1480,21/11/2015,rolls/buns
3508,15/8/2015,whole milk
2545,18/11/2015,citrus fruit
3638,6/6/2015,citrus fruit
3971,30/12/2015,brown bread
4536,6/4/2015,tropical fruit
2707,12/6/2015,frankfurter
1382,29/9/2015,coffee
4648,14/9/2015,ham
2699,18/4/2015,other vegetables
3119,5/2/2015,sausage
4695,9/9/2015,pork
4778,24/8/2015,citrus fruit
3451,26/4/2015,tropical fruit
2221,16/12/2015,other vegetables
4217,23/11/2015,pork
1334,7/6/2015,chicken
2499,22/11/2015,root vegetables
3585,21/7/2015,citrus fruit
3161,8/11/2015,fruit/vegetable juice
2434,6/6/2015,beef
4448,6/1/2015,frankfurter
4597,13/7/2015,frankfurter
4584,9/10/2015,beef
1606,10/3/2015,ham
3323,12/11/2015,shopping bags
1308,14/3/2015,pork
1331,7/10/2015,condensed milk
2386,30/1/2015,chicken
3910,28/2/2015,sausage
4274,1/8/2015,bottled beer
3101,21/1/2015,chicken
4416,23/12/2015,finished products
2375,9/12/2015,pork
1819,9/9/2015,root vegetables
3981,2/10/2015,domestic eggs
3553,1/6/2015,domestic eggs
3846,28/1/2015,bottled water
3037,23/2/2015,cling film/bags
3469,9/2/2015,other vegetables
1601,9/12/2015,whole milk
4040,3/3/2015,sausage
3926,7/6/2015,sausage
4201,14/10/2015,tropical fruit
4274,30/9/2015,frankfurter
2665,13/4/2015,frozen potato products
3153,8/10/2015,frankfurter
2691,7/9/2015,frankfurter
4022,31/7/2015,chicken
3716,10/11/2015,tropical fruit
4537,12/10/2015,bottled beer
4875,11/6/2015,citrus fruit
3822,25/9/2015,hamburger meat
3609,12/12/2015,chicken
4428,23/8/2015,pork
3947,16/4/2015,rolls/buns
2448,17/8/2015,bottled water
2688,11/4/2015,sausage
3764,24/7/2015,frozen potato products
4523,24/8/2015,frankfurter
3698,30/8/2015,sausage
3898,21/8/2015,tropical fruit
1761,2/10/2015,bottled beer
2689,11/1/2015,bottled beer
1627,11/4/2015,rolls/buns
4629,16/11/2015,citrus fruit
2790,30/12/2015,yogurt
4496,23/1/2015,turkey
1934,27/2/2015,soda
2513,12/2/2015,canned beer
3298,28/1/2015,canned beer
4214,20/3/2015,sausage
2480,14/8/2015,pork
4962,29/3/2015,Instant food products
3960,20/6/2015,frankfurter
2074,23/1/2015,oil
2625,3/10/2015,chicken
1557,4/8/2015,beef
2007,28/8/2015,dessert
2120,7/10/2015,pork
4289,8/9/2015,curd
2356,31/1/2015,chicken
4301,30/9/2015,whipped/sour cream
2950,7/2/2015,frankfurter
2263,2/7/2015,frankfurter
3186,25/11/2015,liver loaf
2655,1/7/2015,pork
1491,18/6/2015,frankfurter
2069,10/2/2015,pork
3012,20/9/2015,pork
2681,24/2/2015,soda
4144,6/11/2015,root vegetables
3919,7/10/2015,whipped/sour cream
2777,1/6/2015,chocolate
4119,9/5/2015,whole milk
3597,23/6/2015,pork
2110,15/5/2015,coffee
3523,19/4/2015,rolls/buns
3364,14/9/2015,citrus fruit
3759,8/9/2015,citrus fruit
4014,15/11/2015,soda
3140,27/8/2015,cream cheese 
2787,24/6/2015,soda
2525,16/11/2015,chicken
2555,5/12/2015,frozen fish
2419,7/4/2015,sausage
4257,21/8/2015,beef
4267,16/6/2015,ham
2364,8/9/2015,chicken
4008,4/5/2015,herbs
1231,28/6/2015,grapes
1651,6/5/2015,tropical fruit
1371,11/5/2015,frankfurter
2501,9/9/2015,onions
1467,2/5/2015,sausage
1015,4/5/2015,citrus fruit
4697,10/2/2015,hamburger meat
2727,30/9/2015,frankfurter
3592,10/6/2015,sausage
1279,19/7/2015,root vegetables
1708,2/4/2015,oil
2305,5/1/2015,canned beer
3294,3/7/2015,newspapers
4147,16/9/2015,pip fruit
3850,3/9/2015,coffee
1624,22/12/2015,red/blush wine
3023,6/5/2015,onions
2771,26/8/2015,frankfurter
1144,1/4/2015,meat
3938,18/5/2015,whole milk
4180,7/9/2015,dessert
1053,9/7/2015,hamburger meat
2671,27/7/2015,chewing gum
2001,9/9/2015,bottled water
2095,29/9/2015,beverages
3245,8/12/2015,whole milk
4878,18/4/2015,citrus fruit
3489,9/3/2015,tropical fruit
3300,25/7/2015,cat food
3090,14/2/2015,whole milk
4441,18/2/2015,soda
1242,18/5/2015,sausage
1190,11/6/2015,root vegetables
1983,6/7/2015,berries
1872,24/8/2015,other vegetables
4291,9/12/2015,sausage
4400,11/12/2015,beverages
1628,5/2/2015,chicken
1345,21/3/2015,whole milk
2732,2/4/2015,sausage
3410,29/10/2015,ham
1920,9/2/2015,whole milk
3241,20/9/2015,root vegetables
2962,26/4/2015,citrus fruit
2492,10/4/2015,frankfurter
2416,5/11/2015,ice cream
1538,8/3/2015,sausage
3801,23/10/2015,root vegetables
3202,29/9/2015,ham
4471,28/2/2015,coffee
4939,14/10/2015,citrus fruit
2575,13/3/2015,pot plants
4419,23/12/2015,other vegetables
4217,1/12/2015,whole milk
1968,10/1/2015,zwieback
3084,12/8/2015,chicken
4807,18/6/2015,butter
4781,22/11/2015,ham
2432,6/10/2015,whole milk
2951,5/9/2015,citrus fruit
1452,9/5/2015,ham
1603,23/7/2015,canned beer
4727,21/11/2015,frankfurter
4751,19/11/2015,chicken
4296,24/1/2015,frankfurter
2555,11/11/2015,bottled beer
1416,20/6/2015,other vegetables
1919,18/8/2015,frozen potato products
2069,2/7/2015,chicken
4509,23/7/2015,sausage
4864,22/7/2015,canned beer
1575,4/1/2015,yogurt
2969,28/9/2015,frozen meals
4301,20/12/2015,canned fruit
3855,2/12/2015,butter
3202,16/4/2015,yogurt
2167,14/3/2015,citrus fruit
4148,7/1/2015,meat
2517,28/1/2015,root vegetables
2840,24/3/2015,frankfurter
1212,19/6/2015,tropical fruit
2735,1/6/2015,yogurt
1212,31/7/2015,root vegetables
1324,26/3/2015,yogurt
2431,29/6/2015,oil
4526,8/6/2015,citrus fruit
1662,12/6/2015,beef
3802,15/10/2015,citrus fruit
2532,8/1/2015,dessert
1316,26/3/2015,curd
2304,1/7/2015,bottled water
1955,13/2/2015,sausage
2243,31/1/2015,herbs
3859,3/8/2015,dog food
3156,2/8/2015,packaged fruit/vegetables
4605,23/10/2015,frankfurter
1864,27/9/2015,finished products
4102,13/5/2015,oil
4835,22/5/2015,curd
1668,14/3/2015,herbs
3130,2/5/2015,sausage
1110,20/11/2015,whole milk
2240,7/7/2015,sausage
4647,17/2/2015,soda
3872,7/2/2015,whole milk
3184,24/10/2015,root vegetables
4623,8/7/2015,sugar
2111,25/2/2015,cream cheese 
3068,19/6/2015,other vegetables
4533,21/5/2015,frozen fruits
3926,30/6/2015,whipped/sour cream
1605,18/6/2015,yogurt
4468,15/6/2015,pork
2041,24/9/2015,grapes
3835,11/5/2015,whole milk
3601,3/2/2015,sausage
2307,29/6/2015,canned beer
1767,18/4/2015,meat
4251,21/12/2015,soda
1365,2/11/2015,bottled beer
1665,11/4/2015,whole milk
2447,25/6/2015,chicken
4825,5/9/2015,pip fruit
4844,23/2/2015,pork
3319,3/3/2015,oil
2536,7/11/2015,whole milk
1857,10/8/2015,pip fruit
4133,27/7/2015,root vegetables
2128,20/6/2015,ham
1793,24/9/2015,ice cream
3445,15/2/2015,sausage
2041,17/7/2015,detergent
1178,23/3/2015,oil
2080,21/4/2015,tropical fruit
1928,17/9/2015,photo/film
2884,8/5/2015,UHT-milk
3532,25/1/2015,meat
1892,20/11/2015,grapes
2880,3/11/2015,liver loaf
2033,14/2/2015,beef
3176,17/1/2015,root vegetables
3768,16/1/2015,pork
3404,7/12/2015,butter milk
3891,22/11/2015,brown bread
2974,26/12/2015,herbs
3831,7/3/2015,newspapers
1924,2/3/2015,brandy
4182,21/8/2015,pastry
1811,24/5/2015,beverages
1283,13/11/2015,UHT-milk
2154,15/3/2015,cream cheese 
4543,23/10/2015,rolls/buns
4642,3/12/2015,rolls/buns
2360,18/2/2015,rolls/buns
3231,31/3/2015,sausage
1356,8/9/2015,hard cheese
4895,10/8/2015,canned beer
3390,1/12/2015,canned beer
4495,6/3/2015,citrus fruit
1202,22/4/2015,yogurt
1811,23/9/2015,yogurt
4996,20/2/2015,salty snack
3291,2/8/2015,tropical fruit
1878,27/11/2015,citrus fruit
1483,27/6/2015,rolls/buns
4683,23/9/2015,whipped/sour cream
4386,8/9/2015,citrus fruit
4825,15/11/2015,butter milk
2549,13/5/2015,other vegetables
4965,11/10/2015,canned beer
3251,10/9/2015,soda
4932,20/11/2015,tropical fruit
3986,23/7/2015,coffee
1616,19/1/2015,ham
1239,2/7/2015,whipped/sour cream
4993,9/2/2015,citrus fruit
2762,18/12/2015,dessert
1035,8/9/2015,whole milk
4717,16/5/2015,canned beer
4662,17/11/2015,rolls/buns
4267,10/10/2015,fish
3500,18/1/2015,meat
4866,21/8/2015,sausage
2492,18/6/2015,other vegetables
1044,9/2/2015,tropical fruit
2070,19/12/2015,baby cosmetics
3761,6/8/2015,citrus fruit
1145,7/10/2015,tropical fruit
3324,6/6/2015,spices
4455,26/12/2015,sausage
3465,30/7/2015,sausage
3940,16/1/2015,beef
4934,31/10/2015,canned beer
3793,22/1/2015,canned beer
2956,2/12/2015,rolls/buns
3662,20/7/2015,whole milk
3755,14/4/2015,root vegetables
4173,11/5/2015,yogurt
3353,6/3/2015,onions
2193,3/9/2015,hamburger meat
2086,2/6/2015,napkins
1570,20/3/2015,other vegetables
1233,31/7/2015,chicken
4647,30/1/2015,meat
3178,3/1/2015,rolls/buns
2765,4/9/2015,butter
4221,4/1/2015,sausage
4265,12/12/2015,rolls/buns
3532,26/5/2015,other vegetables
1967,3/9/2015,frankfurter
3474,25/2/2015,newspapers
4075,5/1/2015,turkey
1551,11/5/2015,onions
4609,7/11/2015,whole milk
1975,26/9/2015,yogurt
4859,9/9/2015,whipped/sour cream
1502,31/10/2015,frozen vegetables
1901,21/4/2015,citrus fruit
4487,20/7/2015,onions
3364,29/6/2015,sausage
2537,14/10/2015,other vegetables
4719,22/8/2015,frankfurter
2348,11/12/2015,domestic eggs
4294,3/12/2015,rolls/buns
3774,12/1/2015,bottled beer
2250,15/10/2015,waffles
3034,7/5/2015,condensed milk
1799,7/8/2015,canned beer
1278,7/11/2015,meat
2837,22/4/2015,whole milk
3056,15/8/2015,liver loaf
2447,15/10/2015,frankfurter
1452,27/10/2015,chicken
4838,31/1/2015,frankfurter
4822,4/7/2015,pip fruit
2571,2/5/2015,root vegetables
4310,27/2/2015,pip fruit
2133,11/7/2015,pork
3568,17/10/2015,other vegetables
4474,10/11/2015,pastry
3354,27/1/2015,sausage
2389,4/6/2015,processed cheese
1742,5/7/2015,napkins
2574,18/5/2015,meat
4498,7/4/2015,pastry
4612,30/4/2015,sausage
1075,29/1/2015,pip fruit
1371,22/1/2015,frozen vegetables
2960,21/6/2015,citrus fruit
4434,23/2/2015,other vegetables
1378,12/10/2015,frankfurter
1615,25/1/2015,sausage
2503,8/2/2015,beef
2381,1/4/2015,hamburger meat
1613,25/8/2015,yogurt
1031,26/8/2015,beverages
3200,1/4/2015,whole milk
1138,24/2/2015,rolls/buns
4958,24/5/2015,tropical fruit
4858,15/2/2015,citrus fruit
1616,8/12/2015,whole milk
1270,3/2/2015,citrus fruit
2347,27/1/2015,soda
2076,4/12/2015,frankfurter
3597,7/7/2015,sausage
2151,29/9/2015,napkins
2940,7/11/2015,yogurt
3475,14/12/2015,herbs
2715,15/3/2015,sausage
3644,2/10/2015,yogurt
4573,25/1/2015,pork
1649,29/11/2015,curd
4079,17/8/2015,frankfurter
1844,13/11/2015,frankfurter
1420,8/12/2015,curd
2879,23/7/2015,liver loaf
2440,8/6/2015,pork
4095,29/12/2015,specialty bar
2437,15/11/2015,ice cream
1324,24/1/2015,specialty bar
4184,15/12/2015,yogurt
4574,3/10/2015,frozen vegetables
4881,26/3/2015,rolls/buns
3790,4/8/2015,pastry
2616,17/3/2015,pork
1275,4/6/2015,curd
2131,15/4/2015,beef
2509,3/2/2015,yogurt
3077,31/8/2015,chicken
3653,12/9/2015,detergent
2922,26/12/2015,pip fruit
2971,27/1/2015,coffee
1463,28/9/2015,tropical fruit
4323,11/10/2015,sauces
2632,1/7/2015,pork
1481,4/6/2015,yogurt
1283,6/3/2015,napkins
1164,1/2/2015,other vegetables
4275,11/9/2015,chicken
2600,18/2/2015,pork
2084,15/8/2015,root vegetables
1621,20/2/2015,ham
1291,6/3/2015,whole milk
3301,25/4/2015,soda
2715,8/1/2015,rolls/buns
4150,26/8/2015,tropical fruit
1775,11/10/2015,tropical fruit
2073,4/2/2015,sausage
1912,22/8/2015,bottled beer
4033,6/6/2015,turkey
4877,28/2/2015,meat
2590,28/9/2015,whole milk
3982,28/1/2015,soda
2782,9/6/2015,rolls/buns
2100,27/1/2015,dessert
1785,21/12/2015,sausage
3166,28/4/2015,pork
2251,29/3/2015,hamburger meat
1528,20/2/2015,sausage
2012,29/3/2015,rolls/buns
3309,28/10/2015,misc. beverages
1220,8/9/2015,pastry
2165,17/6/2015,soda
3337,1/2/2015,whole milk
4058,30/12/2015,domestic eggs
1000,27/5/2015,soda
3357,8/6/2015,pip fruit
2222,8/1/2015,yogurt
1207,14/11/2015,frankfurter
3511,7/6/2015,specialty chocolate
2171,2/8/2015,sausage
3078,1/9/2015,oil
3879,25/6/2015,tropical fruit
3472,6/2/2015,citrus fruit
4519,3/11/2015,napkins
3275,26/10/2015,whole milk
1763,13/9/2015,coffee
4619,27/5/2015,tropical fruit
2955,5/6/2015,canned beer
2700,15/11/2015,bottled beer
2830,28/5/2015,canned beer
4940,21/8/2015,rum
1311,29/6/2015,rolls/buns
4116,1/5/2015,pastry
1476,22/3/2015,whole milk
2918,4/11/2015,grapes
4121,1/11/2015,whole milk
1824,1/11/2015,yogurt
4293,5/7/2015,root vegetables
4308,5/12/2015,pastry
2998,14/7/2015,canned beer
2874,5/1/2015,sausage
1281,11/2/2015,tropical fruit
3471,14/1/2015,frankfurter
1936,15/8/2015,rolls/buns
4163,30/5/2015,frankfurter
3369,29/12/2015,sausage
2335,13/1/2015,whole milk
3957,15/2/2015,whole milk
4841,2/5/2015,whole milk
2184,7/12/2015,ham
3118,29/12/2015,whole milk
4728,25/4/2015,beef
2527,11/8/2015,domestic eggs
2926,8/11/2015,soda
1773,1/11/2015,whole milk
1801,12/6/2015,ham
1916,13/11/2015,curd
2523,4/4/2015,bottled water
2550,8/6/2015,butter milk
1319,19/5/2015,pork
1649,16/5/2015,pork
2202,7/8/2015,turkey
2569,16/7/2015,cream cheese 
2925,22/8/2015,tropical fruit
2293,24/6/2015,rolls/buns
2190,11/10/2015,citrus fruit
2234,24/12/2015,frankfurter
4779,24/10/2015,whipped/sour cream
3031,27/10/2015,tropical fruit
4275,5/7/2015,frankfurter
2696,9/5/2015,sausage
4453,2/8/2015,sausage
4776,8/2/2015,sausage
