title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime
Horas Amang: Tiga Bulan Untuk Selamanya,2019,"The story of a family that is not harmonious: Amang or father and his three unfilial children. Out of love for her children, Amang uses an unusual way to change their lives forever.",Comedy,13+,9.4,16,Indonesian,Irham Acho Bahtiar,"['Cok Simbara', 'Tanta Ginting', 'Novita Dewi', 'Piet Pagau', 'Jack Marpaung', 'Dendi Tambunan', 'Vanessa', 'Elli Sofiana', 'Rizma Simbolon', 'Manda Cello', 'Ibas Aragi', 'Jufriaman Saragih', 'Indra Pacique', 'Farrel Alfaro', 'Keysarah Flajsova']",109 min
Humba Dreams,2019,Martin (J.S. Khairen) is a Jakarta film student who comes home to Sumba for a complicated task. The journey brings Martin to meet Ana (Ully Triani) and the many questions about Humba and himself starts to unravel.,Drama,,7.0,22,Indonesian,Riri Riza,"['J.S. Khairen', 'Ully Triani', 'Ephy Sekuriti', 'Margaretha Sene', 'Ruben Pulungtama', 'Yani Roosselyna', 'Karel Nooljen', 'Yongki Yonathan', 'Lukas Lunggi Haling', 'Tamu Rambu Margaretha', nan, nan, nan, nan, nan]",75 min
Ikut Aku ke Neraka,2019,The happiness of Lita and her husband Rama do not last long because Lita is often terrorized by creepy female creatures. Rama brings Mr. Adam to clean their house from the ghost disturbance...,Horror,17+,5.8,43,Indonesian,Azhar Kinoi Lubis,"['Clara Bernadeth', 'Rendy Kjaernett', 'Cut Mini Theo', 'Sara Wijayanto', 'Rini Mentari', 'T. Rifnu Wikana', 'Nining Yuningsih', 'Nayla D. Purnama', 'Raymond M.C.', 'Dian Sidik', 'Vonny Anggraini', 'Ence Bagus', 'Ninok Wiryono', nan, nan]",90 min
Imperfect,2019,"Being born fat and has dark skins, it feels like a curse for Rara, especially when she worked at the office that has surrounded by pretty girls. Her boss wants her to lose her weight, but there is a man who loves the way she were.",Comedy,13+,7.8,624,Indonesian,Ernest Prakasa,"['Jessica Mila', 'Reza Rahadian', 'Yasmin Napper', 'Karina Suwandhi', 'Dion Wiyoko', 'Kiki Narendra', 'Shareefa Daanish', 'Dewi Irawan', 'Ernest Prakasa', 'Clara Bernadeth', 'Karina Nadila', 'Devina Aureel', 'Kiky Saputri', 'Zsazsa Utari', 'Aci Resti']",113 min
Impetigore,2019,"Maya with her best friend, Dini, tries to survive in a city without a family. She realized that she might inherit a property from her rich family. Maya returns to the village with Dini and unaware of the danger was waiting for her.",Drama,17+,6.9,"1,877",Indonesian,Joko Anwar,"['Tara Basro', 'Ario Bayu', 'Marissa Anita', 'Christine Hakim', 'Asmara Abigail', 'Kiki Narendra', 'Zidni Hakim', 'Faradina Mufti', 'Abdurrahman Arif', 'Muhammad Abe Baasyin', 'Mursiyanto', 'Ahmad Ramadhan', 'Aura Agna', 'Sindris Ogiska G.', 'Devona Queeny']",106 min
Iqro: My Universe,2019,"Aqilla has aspirations to become an astronaut, Her grandfather, an astronomer, is a place where Aqilla learned a lot and asked questions. Aqilla's hobbies in outer space make her compete ...",Drama,SU,6.6,8,Indonesian,Iqbal Alfajri,"['Aisha Nurra Datau', 'Cok Simbara', 'Raihan Khan', 'Maudy Koesnaedi', 'Mike Lucock', 'Adhitya Putri', 'Elliz Christine', 'Ben Kasyafani', 'Mario Irwinsyah', 'Adityawarman', 'Azra Mayraina', 'Aprilya Azzahra', 'Astri Ivo', 'Meriam Bellina', 'Pratiwi Sudarmono']",101 min
Jeritan Malam,2019,"Reza and his three friends tried to explore the history of the dorm they lived. But unfortunately, Reza does a ritual that should not have been done.",Horror,17+,6.5,35,Indonesian,Rocky Soraya,"['Herjunot Ali', 'Cinta Laura Kiehl', 'Winky Wiryawan', 'Indra Brasco', 'Siva Aprilia', 'Fuad Idris', 'Roy Marten', ""D'Ratu"", 'Otig Pakis', 'Uno Eko', 'Abah Yongki', 'Lukman Syah', 'Ali Mario', 'Goetheng Iku Ahkin', 'Iwan Gardiawan']",119 min
"Kajeng Kliwon, Nightmare in Bali",2019,"AGNI, a doctor and native Balinese prepares her wedding reception with her fiance, NICO. A beheading case is linked to a supernatural disturbance has befallen the troubled couple. A tale of love, jealousy and a mythical Bali Legend.",Horror,17+,4.5,6,Indonesian,Bambang Drias,"['Amanda Manoppo', 'Christ Laurent', 'Atikah Suhaime', 'Vincent Andrianto', 'Indah Kalalo', 'Mutia Datau', 'Cathrine Wilson', 'Egy Fedly', 'Wedananda Mahawira Ciptawan', 'Deva Wisesa Ciptawan', 'Anastasia Mikayla Aspari', 'Gangga Swasty Triandini', 'Nabilla Octarieza Putry A.', 'Ida Pinandita', 'Agung Bagus Peliatan']",76 min
Kapal Goyang Kapten,2019,"Three amateur hijackers hijacked a tourist ship that sailed in the Maluku Sea. Because of their stupidity, they instead sank the ship and they were all stranded on an empty island. The ship hostages then turned berserk to the hijackers.",Comedy,13+,6.6,23,Indonesian,Raymond Handaya,"['Yuki Kato', 'Ge Pamungkas', 'Babe Cabita', 'Muhadkly Acho', 'Mamat Alkatiri', 'Arief Didu', 'Asri Welas', 'Romaria Simbolon', 'Ananta Rispo', 'Andi Anissa Lasyah', 'Ryma Karimah', 'Roy Marten', 'Yusril Fahriza', 'Mathias Muchus', 'Naomi Papilaya']",110 min
Kelam,2019,"After the heart donors, Sasha comes home and somethings happened. Nina assumed that it's because the heart donor he had from Tiara and she haunting the house. Nina, have to fight and save Sasha from the terror of that child ghost.",Horror,13+,4.5,6,Indonesian,Erwin Arnada,"['Aura Kasih', 'Amanda Manoppo', 'Giselle Tambunan', 'Evan Sanders', 'Rina Hasyim', 'Ade Firman Hakim', 'Aisyah K.L.', nan, nan, nan, nan, nan, nan, nan, nan]",75 min
Kembalinya Anak Iblis,2019,"Rama, Garin, Farel, Quincy and Celsi survive from the spirit terror at the Ayunan Island resort which harbored a terrible history of the slaughter of a family and resort employees. Rama is ...",Horror,17+,5.0,10,Indonesian,Rudy Soedjarwo,"['Al Ghazali', 'Mikha Tambayong', 'Valerie Thomas', 'Achmad Megantara', 'Atta Halilintar', 'Endy Arfian', 'Stefhani Zamora Husen', 'Marsha Aruan', 'Nurul Mukharomah', 'Jeremy Thomas', 'Fauzi Baadila', 'Tia Ivanka', 'Khadijah Banderas', 'Wani Siregar', 'Juna Rorimpandey']",84 min
Koboy Kampus,2019,"During college in the 90s, Pidi and his friends, Ninu, Deni, Erwin, and Dikdik founded a country of their own called ""The United State of the Republic of The Panasdalam"". The problems of college and love stories they experienced.",Comedy,13+,5.8,19,Indonesian,Pidi Baiq,"['Jason Ranti', 'Ricky Harun', 'David Jhon', 'Miqdad Addausy', 'Bisma Karisma', 'Stefhani Zamora Husen', 'Danilla Riyadi', 'Ratu Vienny Fitrilya', 'Christina Colondam', 'Jennifer Lepas', 'Anfa Safitri', 'Chicha Koeswoyo', 'Ria Irawan', 'Arjan Onderdenwijngaard', nan]",92 min
Koki-Koki Cilik 2,2019,"Cooking Camp is opened again. The little chefs who come to the camp are surprised that the camp was closed. The problems are Chef Grant's credibility is doubted as a teacher at the camp, and the landowner wants to sell the camp's land.",Drama,SU,6.8,9,Indonesian,Viva Westi,"['Ringgo Agus Rahman', 'M. Adhiyat', 'Faras Fatik', 'Alif Lubis', 'Clarice Cutie', 'Ali Fikry', 'Romaria Simbolon', 'Marcello', 'Christian Sugiono', 'Kimberly Ryder', 'Yayu A.W. Unru', 'Jilli Lavenia', 'Sandrinna Michelle', 'Dewi Rezer', 'Keinaya Meissi Gusti']",91 min
Kuambil Lagi Hatiku,2019,"Agra City, India, will be the witness to the marriage of Sinta and Vikash, which are just counting the days. But Sinta is shocked by her mother, Widhi Malthora, who suddenly disappears. ...",Drama,13+,8.4,5,Indonesian,Azhar Kinoi Lubis,"['Lala Karmela', 'Cut Mini Theo', 'Sahil Shah', 'Ria Irawan', 'Dian Sidik', 'Dimas Aditya', 'Ence Bagus', 'T.M. Tarsan', 'Yati Pesek', 'Marwoto', 'Keinaya Meissi Gusti', 'Giras Basuwondo', 'Eduard Soritua Manalu', 'Kedung Darma R.', 'Kukuh Abadi Leksono']",123 min
Kuntilanak 2,2019,"Dinda who escapes the Kuntilanak (female vampire ghost) terror, without the agreement of Aunt Donna, intends to meet someone who is believed to be her biological mother, Karmila.",Horror,13+,4.8,73,Indonesian,Rizal Mantovani,"['Sandrinna Michelle', 'Andryan Bima', 'Ali Fikry', 'Adlu Fahrezi', 'Ciara Nadine Brosnan', 'Karina Suwandhi', 'Maxime Bouttier', 'Susan Sameh', 'Nena Rosier', 'T. Rifnu Wikana', 'Ayu Dyah Pasha', 'Otig Pakis', nan, nan, nan]",100 min
Kutuk,2019,"Maya has just worked in a nursing home. She often smells bad smell in his room. Outside the room she also hears strange noises every night. When she began to wonder, she is terrorized by ...",Horror,17+,6.4,18,Indonesian,Rudi Aryanto,"['Shandy Aulia', 'Alice Norin', 'Stuart Collin', 'Vitta Mariana Barrazza', 'Bryan McKenzie', 'Laxmi Darra', 'Erwin Bagindo', 'R. Ade Puspa', 'Nek Acih', 'Abah Yongki', nan, nan, nan, nan, nan]",
Lagi-Lagi Ateng,2019,"The story of Ateng and his twin Agung who have been separated for a long time. Ateng and Iskak, his friend, go to Jakarta for the first time. Unexpectedly, Ateng meets Agung who has the ...",Comedy,SU,5.9,14,Indonesian,Monty Tiwa,"['Augie Fantinus', 'Soleh Solihun', 'Julie Estelle', 'Surya Saputra', 'Unique Priscilla', 'Cathrine Wilson', 'Rohana', 'Jerinx S.I.D.', 'Ozzol Ramdan', 'Poppy Sovia', 'Iang Darmawan', 'Ribut Mardiyanto', nan, nan, nan]",108 min
Lampor: Keranda Terbang,2019,"Edwin and Netta with their two children, Adam and Sekar going to Netta's hometown at Temanggung. Netta were suspected as the cause of Lampor terror at her hometown, a demon who bring a flying casket.",Drama,13+,6.7,53,Indonesian,Guntur Soeharjanto,"['Adinia Wirasti', 'Dion Wiyoko', 'Nova Eliza', 'Rendra Bagus Pamungkas', 'Annisa Hertami', 'Dian Sidik', 'Unique Priscilla', 'Mathias Muchus', 'Stefhani Zamora Husen', 'Arnold Leonard', 'Landung Simatupang', 'Bimasena Prisai Susilo', 'Angelia Livie', 'Shofia Shireen', 'Djenar Maesa Ayu']",95 min
Laundry Show,2019,A man chooses to resign from his office to set up a laundry business and has to deal with his employees who have various ridiculous personalities.,Comedy,13+,7.4,57,Indonesian,Rizki Balki,"['Boy William', 'Gisella Anastasia', 'Tissa Biani Azzahra', 'Erick Estrada', 'Gabriella Desta', 'Mamat Alkatiri', 'Marshel Widianto', 'Mbok Tun', 'Indra Jegel', 'Fajar Nugra', 'David Saragih', nan, nan, nan, nan]",97 min
Leak (Penangkeb),2019,"Yessy, Sandra, Kayun, Edy, and Yunda want to prove the weirdness that happened in an old villa. The oddity is felt when the villa guard says that there is one room that is not rented, ...",Horror,17+,7.8,5,Indonesian,Mimi Jegon,"['Sandra', 'Yunda', 'Edy', 'Kayun', 'Ni Putu Astridayanti', 'Mangku Tedja Kandel', 'Hai Puja', 'Galuh Bilen', 'Gus Surya', nan, nan, nan, nan, nan, nan]",75 min
Lorong,2019,"Waking up after giving birth, Mayang gets the news unlike what she expects from Reza, her husband: their first baby has died. Both of them are experiencing tremendous depression. Mayang can...",Horror,13+,5.4,14,Indonesian,Hestu Saputra,"['Winky Wiryawan', 'Prisia Nasution', 'Nova Eliza', 'T. Rifnu Wikana', 'Gesata Stella', 'Josephine Firmstone', 'David Santoso', 'Ade Firman Hakim', nan, nan, nan, nan, nan, nan, nan]",
Love Is Blind,2019,"A tour guide in Busan, South Korea must face the reality of living without love, hope, and also without sight, after she was faint because of her relationship is broken. In depression, a man comes and always give optimism and enthusiasm.",Comedy,13+,6.0,125,Indonesian,Rachmania Arunita,"['Shandy Aulia', 'Dodit Mulyanto', 'Chae In-Woo', 'Gemilang Sinatrya', 'Rolando Octavio', 'Rachmania Arunita', nan, nan, nan, nan, nan, nan, nan, nan, nan]",86 min
Love for Sale 2,2019,"Tired of matchmaking by his mother, Ican brings a woman from a dating application and introduces her to Ros. Their family relations are warmed thanks to Arini and Ican starts to like her.",Drama,17+,7.0,372,Indonesian,Andibachtiar Yusuf,"['Della Dartyan', 'Adipati Dolken', 'Ratna Riantiarno', 'Ariyo Wahab', 'Bastian Steel', 'Putri Ayudya', 'Taskya Namya', 'Gading Marten', 'Egy Fedly', 'Yayu A.W. Unru', 'Abdurrahman Arif', 'Revaldo', 'Roy Marten', 'Rukman Rosadi', 'Dayu Wijanto']",92 min
Lukisan Ratu Kidul,2019,"Dimas and Satria Soedibyo actually has many questions when their father died: their grandfather; Rusdi Soedibyo, is a famous painter in the 80s, the death of their mother who was never told...",Horror,17+,6.5,11,Indonesian,Ginanti Rona Tembang Sari,"['Teuku Zacky', 'Ussy Sulistiawaty', 'Wafda Saifan', 'Annisa Aurelia', 'Naomi Paulinda', 'Elsa Diandra', 'Egy Fedly', 'Fuad Idris', 'Wawan Wanisar', 'Fadika Royandi', 'Widian Nanto', 'Febryan Aditya', 'Kevin Zander', nan, nan]",90 min
Mahasiswi Baru,2019,"At her old age, Lastri (Widyawati) is eager to go to college. She befriends with other students and they form a gang who often makes fuss on campus and causes chaos.",Comedy,13+,5.9,78,Indonesian,Monty Tiwa,"['Widyawati', 'Morgan Oey', 'Mikha Tambayong', 'Umay Shahab', 'Sonia Alyssa', 'Slamet Rahardjo', 'Karina Suwandhi', 'Iszur Muchtar', 'Ence Bagus', nan, nan, nan, nan, nan, nan]",96 min
Makmum,2019,"While in the dormitory, the resident of the dormitory is terrorized by a supernatural creature. There is a kind of supernatural creature called ""Makmum"" (the follower) that follows them during prayer.",Horror,17+,4.3,127,Indonesian,Hadrah Daeng Ratu,"['Titi Kamal', 'Ali Syakieb', 'Tissa Biani Azzahra', 'Adilla Fitri', 'Bianca Hello', 'Jajang C. Noer', 'Reni Yuliana', 'Arief Didu', 'Misha Jeter', nan, nan, nan, nan, nan, nan]",95 min
Mantan Manten,2019,"A wealthy woman is betrayed and all her wealth is gone. Her marriage plan is also in danger. But, she still has a villa as her only hope. To take the villa back, she had to become an assistant to a traditional bride shaman.",Drama,13+,7.1,121,Indonesian,Farishad I. Latjuba,"['Atiqah Hasiholan', 'Arifin Putra', 'Tutie Kirana', 'Tio Pakusadewo', 'Marthino Lio', 'Oxcerila Paryana', 'Dodit Mulyanto', 'Ria Irawan', 'Arswendi Nasution', 'Jenny Chang', 'Aimee Saras', 'Asri Welas', 'Ivanka Suwandi', nan, nan]",102 min
Mata Batin 2,2019,"Alia is now working and living at an orphanage, where she meets a girl who also possesses inner eyes like her.",Drama,17+,5.5,385,Indonesian,Rocky Soraya,"['Jessica Mila', 'Nabilah Ratna Ayu Azalia', 'Sophia Latjuba', 'Jeremy Thomas', 'Bianca Hello', 'Citra Prima', 'Jelita Callebaut', 'Hadijah Shahab', 'Nicole Rossi', 'Yasmine Mahya', 'Davina Karamoy', nan, nan, nan, nan]",116 min
MatiAnak,2019,"Since a new kid arrives at an orphanage, weird things started to happen.",Horror,17+,6.9,57,Indonesian,Derby Romero,"['Cinta Laura Kiehl', 'Jovarel Callum', 'Irsyadillah', 'Fatih Unru', 'Basmalah Gralind', 'Juliant Rafael', 'Gesata Stella', 'Yayu A.W. Unru', 'Elsa Diandra', 'Chico Radella', 'M. Rafli', 'Arswendi Nasution', nan, nan, nan]",85 min
Matt & Mou,2019,A seemingly platonic friendship gets tested when a high school teen wants her closest friend to endorse her new romance with a local musician.,Comedy,13+,7.5,49,Indonesian,Monty Tiwa,"['Prilly Latuconsina', 'Maxime Bouttier', 'Kevin Bzezovski', 'Raya Adena Syah', 'Irsyadillah', 'Marthino Lio', 'Josephine Firmstone', 'Kelsea Dressler', 'Joshua Suherman', 'Karina Suwandhi', 'Santana Sartana', 'Unique Priscilla', 'Dicky Wahyudi', 'Reni Yuliana', 'Cinta Brian']",96 min
Mekah I'm Coming,2019,Eddy tries to prove to Eni's father that he's worth it to be Eni's husband by going hajj to Mecca. But something along the way makes the journey has its obstacles.,Comedy,13+,7.3,35,Indonesian,Jeihan Angga,"['Rizky Nazar', 'Michelle Ziudith', 'Jennifer Coppen', 'Ephy Pae', 'Ria Irawan', 'Totos Rasiti', 'Dwi Sasono', 'Rasyid Karim', 'Yusril Fahriza', 'Fanny Fadillah', 'Cici Tegal', 'Ananta Rispo', 'Yati Pesek', 'Eli Sugigi', 'Jidate Ahmad']",93 min
MeloDylan,2019,"Melody moves to another school because of avoiding problems, moreover she has a bad past with David, her ex-lover. But in the new school, the problem re-emerges when Melody meets Dylan, a ...",Drama,13+,7.0,28,Indonesian,Fajar Nugros,"['Devano Danendra', 'Aisyah Aqilah', 'Angga Yunanda', 'Zoe Abbas Jackson', 'Yasmin Napper', 'Naomi Paulinda', 'Bryan Andrew', 'Indra Jegel', 'Alzi Markers', 'Naima Al Jufri', 'Pangeran Lantang', 'Jordy Rizkyanda', 'Roweina Umboh', 'Yeyen Lydia', 'Dominique Sanda']",92 min
Mendadak Kaya,2019,"Ali Oncom is pursued by a debt collector. At the same time he is also under pressure from his girlfriend, Yuli, who wants to be married soon. Otoy is threatened to be divorced by his wife ...",Comedy,13+,6.1,22,Indonesian,Anggy Umbara,"['Fedi Nuril', 'Dwi Sasono', 'Pandji Pragiwaksono', 'Nirina Zubir', 'Jihane Almira', 'Ence Bagus', 'Opie Kumis', 'Muzakki Ramdhan', 'Rasyid Albuqhary', 'Sonni Mahmuda', 'Arief Didu', 'Lolox', 'Fico Fachriza', 'Bisma Karisma', 'Aden Bajaj']",92 min
My Stupid Boss 2,2019,"Bossman and his employees goes to Vietnam to find new workers for his company, but instead of getting new workers they got a lot of new troubles.",Adventure,13+,6.6,305,Indonesian,Upi Avianto,"['Reza Rahadian', 'Bunga Citra Lestari', 'Kin Wah Chew', 'Atikah Suhaime', 'Iedil Dzuhrie Alaudin', 'Iskandar Zulkarnaen', 'Alex Abbad', 'Melissa Karim', 'Morgan Oey', 'Verdi Solaiman', 'Sahil Shah', 'Prakash Krisna', 'Indra Jegel', 'Awek Sitepu', 'Gregory Prabowo']",96 min
Nightmare Side: Delusional,2019,"A young student that always following the Nightmare Side radio broadcast and always being her nightmare, as if its were real.",Horror,13+,5.0,5,Indonesian,Joel Fadly,"['Gege Elisa', 'Fay Nabila Rizka', 'Melissa Karim', 'Ajil Ditto', 'Elina Joerg', 'Mo Sidik', 'Bayu Oktara', 'Dimas Tri Adityo', 'Indi Arisa', 'Anyun Cadel', 'Elina', 'Reza Emir', 'Gita Puspita Garini', 'Guntur', 'Peter Harianja']",100 min
Orang Kaya Baru,2019,"A life of a ordinary family consists of father (Lukman Sardi), mother (Cut Mini) and three children Duta (Derby Romero), Tika (Raline Shah) and Dodi (Fatih Unru) suddenly changed when the father died and left a legacy a lot of wealth.",Comedy,13+,6.4,431,Indonesian,Ody C. Harahap,"['Cut Mini Theo', 'Lukman Sardi', 'Raline Shah', 'Derby Romero', 'Fatih Unru', 'Refal Hady', 'Millane Fernandez', 'Melayu Nicole', 'Jasmine Kusuma Carroll', 'Arvitta Ludya', 'Verdi Solaiman', 'Sylvia Genpati', 'T.M. Tarsan', 'Reza Nangin', 'Ikram Kribo']",96 min
PSP: Gaya Mahasiswa,2019,"Monos, Rojali, Ade, Andra, Adit, Dindin, James, and Omen are students who are crazy, ignorant, but cool in music and are members of the OM Pancaran Sinar Petromaks (PSP).",Comedy,13+,5.5,24,Indonesian,Hilman Mutasi,"['Uus', 'Adjis Doaibu', 'David Schaap', 'Dhimas Danang', 'Imam Darto', 'Abdur Arsyad', 'Boris Bokir', 'Wira Nagara', 'Aura Kasih', 'Dodit Mulyanto', 'Ence Bagus', 'Ruth Permatasari', 'Rebecca Tamara', 'Elma Agustine', 'Veronica']",96 min
Pariban: Idola dari Tanah Jawa,2019,Moan is a Batak young man who has lived in Jakarta for a long time and he doesn't have a girlfriend yet. This situation makes his mother who lives in Samosir forces him to go back and told him to marries his cousin.,Comedy,13+,7.2,36,Indonesian,Andibachtiar Yusuf,"['Atiqah Hasiholan', 'Ganindra Bimo', 'Rizky Mocil', 'Dayu Wijanto', 'Rukman Rosadi', 'Mak Gondut', 'Joe Project P.', 'Djaitov Tigor', 'Imelda Budiman', 'Surya Insomnia', 'Christabelle Grace Marbun', 'Maria Vania', 'McDanny', nan, nan]",101 min
Perjanjian dengan Iblis,2019,"Annisa married Bara, a widower with a daughter named Lara. Bara takes a picnic to the island that is still rarely visited by tourists, Bengalor Island, so that his wife and child could get ...",Horror,17+,5.3,22,Indonesian,Ardy Octaviand,"['Shandy Aulia', 'Artika Sari Devi', 'Aghi Narottama', 'Basmalah Gralind', 'Alex Abbad', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",80 min
